los,los_type,freq,cum_sum
39,flat_curve,0.002458512599877074,0.9739807416513006
40,flat_curve,0.001229256299938537,0.9752099979512391
41,flat_curve,0.0016390083999180496,0.9768490063511571
42,flat_curve,0.0008195041999590248,0.9776685105511161
43,flat_curve,0.001024380249948781,0.9786928908010649
44,flat_curve,0.0018438844499078057,0.9805367752509727
45,flat_curve,0.0014341323499282934,0.981970907600901
46,flat_curve,0.0026633886498668305,0.9846342962507678
47,flat_curve,0.003073140749846343,0.9877074370006141
48,flat_curve,0.0016390083999180496,0.9893464454005322
49,flat_curve,0.001229256299938537,0.9905757017004707
50,flat_curve,0.0006146281499692685,0.99119032985044
51,flat_curve,0.0004097520999795124,0.9916000819504195
53,flat_curve,0.0008195041999590248,0.9924195861503785
54,flat_curve,0.0002048760499897562,0.9926244622003683
55,flat_curve,0.0002048760499897562,0.992829338250358
56,flat_curve,0.0006146281499692685,0.9934439664003273
58,flat_curve,0.0002048760499897562,0.993648842450317
59,flat_curve,0.0004097520999795124,0.9940585945502965
60,flat_curve,0.0002048760499897562,0.9942634706002863
61,flat_curve,0.0004097520999795124,0.9946732227002658
62,flat_curve,0.0006146281499692685,0.9952878508502351
63,flat_curve,0.0002048760499897562,0.9954927269002248
64,flat_curve,0.0002048760499897562,0.9956976029502146
66,flat_curve,0.0002048760499897562,0.9959024790002043
67,flat_curve,0.0002048760499897562,0.9961073550501941
71,flat_curve,0.0002048760499897562,0.9963122311001839
72,flat_curve,0.0002048760499897562,0.9965171071501736
73,flat_curve,0.0002048760499897562,0.9967219832001634
75,flat_curve,0.0002048760499897562,0.9969268592501531
76,flat_curve,0.0002048760499897562,0.9971317353001429
77,flat_curve,0.0002048760499897562,0.9973366113501326
81,flat_curve,0.0004097520999795124,0.9977463634501121
89,flat_curve,0.0002048760499897562,0.9979512395001019
92,flat_curve,0.0002048760499897562,0.9981561155500916
93,flat_curve,0.0002048760499897562,0.9983609916000814
94,flat_curve,0.0002048760499897562,0.9985658676500712
95,flat_curve,0.0002048760499897562,0.9987707437000609
114,flat_curve,0.0002048760499897562,0.9989756197500507
121,flat_curve,0.0002048760499897562,0.9991804958000404
122,flat_curve,0.0002048760499897562,0.9993853718500302
134,flat_curve,0.0002048760499897562,0.9995902479000199
145,flat_curve,0.0002048760499897562,0.9997951239500097
225,flat_curve,0.0002048760499897562,0.9999999999999994
0,middle_curve,0.08606715553840216,0.08606715553840216
1,middle_curve,0.19910802350015008,0.2851751790385523
2,middle_curve,0.1340966593764741,0.41927183841502635
3,middle_curve,0.09828894892576868,0.517560787340795
4,middle_curve,0.08473776748574124,0.6022985548265363
5,middle_curve,0.07058621724773789,0.6728847720742741
6,middle_curve,0.06539731549380334,0.7382820875680774
7,middle_curve,0.05583429821175865,0.7941163857798361
8,middle_curve,0.0422402332861615,0.8363566190659977
9,middle_curve,0.029975556413225267,0.8663321754792229
10,middle_curve,0.02191346112612033,0.8882456366053433
11,middle_curve,0.016338608002058407,0.9045842446074017
12,middle_curve,0.01260774475749389,0.9171919893648957
13,middle_curve,0.01260774475749389,0.9297997341223896
14,middle_curve,0.01127835670483297,0.9410780908272226
15,middle_curve,0.008104978772674644,0.9491830695998973
16,middle_curve,0.006604056777734894,0.9557871263776322
17,middle_curve,0.0049316008405163175,0.9607187272181485
18,middle_curve,0.004545649470388953,0.9652643766885375
19,middle_curve,0.004159698100261589,0.9694240747887991
20,middle_curve,0.0033877953600068614,0.972811870148806
21,middle_curve,0.003730863244564518,0.9765427333933705
22,middle_curve,0.002444358677473305,0.9789870920708438
23,middle_curve,0.0022299412496247697,0.9812170333204685
24,middle_curve,0.002101290792915648,0.9833183241133842
25,middle_curve,0.001586688966079163,0.9849050130794633
26,middle_curve,0.0012007375959517989,0.9861057506754152
27,middle_curve,0.001243621081521506,0.9873493717569367
28,middle_curve,0.001243621081521506,0.9885929928384583
29,middle_curve,0.0012865045670912131,0.9898794974055495
30,middle_curve,0.0007290192546850208,0.9906085166602345
31,middle_curve,0.0008576697113941421,0.9914661863716286
32,middle_curve,0.0006861357691153137,0.992152322140744
33,middle_curve,0.00038595137012736397,0.9925382735108713
34,middle_curve,0.0005574853124061924,0.9930957588232775
35,middle_curve,0.0008576697113941421,0.9939534285346716
36,middle_curve,0.0005574853124061924,0.9945109138470778
37,middle_curve,0.00047171834126677817,0.9949826321883446
38,middle_curve,0.00025730091341824265,0.9952399331017628
39,middle_curve,0.00042883485569707104,0.99566876795746
40,middle_curve,0.00017153394227882842,0.9958403018997388
41,middle_curve,0.00025730091341824265,0.9960976028131571
42,middle_curve,0.0007290192546850208,0.9968266220678421
43,middle_curve,0.00025730091341824265,0.9970839229812604
44,middle_curve,0.00021441742784853552,0.9972983404091089
45,middle_curve,0.00021441742784853552,0.9975127578369575
47,middle_curve,0.00017153394227882842,0.9976842917792363
48,middle_curve,8.576697113941421e-05,0.9977700587503757
49,middle_curve,0.00034306788455765684,0.9981131266349333
51,middle_curve,0.00012865045670912132,0.9982417770916424
52,middle_curve,8.576697113941421e-05,0.9983275440627818
53,middle_curve,8.576697113941421e-05,0.9984133110339212
54,middle_curve,8.576697113941421e-05,0.9984990780050605
55,middle_curve,8.576697113941421e-05,0.9985848449761999
56,middle_curve,0.00017153394227882842,0.9987563789184788
57,middle_curve,8.576697113941421e-05,0.9988421458896182
58,middle_curve,8.576697113941421e-05,0.9989279128607575
59,middle_curve,4.2883485569707106e-05,0.9989707963463272
61,middle_curve,0.00012865045670912132,0.9990994468030363
62,middle_curve,0.00012865045670912132,0.9992280972597454
64,middle_curve,4.2883485569707106e-05,0.9992709807453151
66,middle_curve,4.2883485569707106e-05,0.9993138642308848
68,middle_curve,4.2883485569707106e-05,0.9993567477164544
71,middle_curve,4.2883485569707106e-05,0.9993996312020241
72,middle_curve,8.576697113941421e-05,0.9994853981731635
73,middle_curve,8.576697113941421e-05,0.9995711651443029
74,middle_curve,4.2883485569707106e-05,0.9996140486298726
75,middle_curve,4.2883485569707106e-05,0.9996569321154423
77,middle_curve,4.2883485569707106e-05,0.999699815601012
78,middle_curve,4.2883485569707106e-05,0.9997426990865816
83,middle_curve,4.2883485569707106e-05,0.9997855825721513
107,middle_curve,4.2883485569707106e-05,0.999828466057721
109,middle_curve,4.2883485569707106e-05,0.9998713495432907
110,middle_curve,4.2883485569707106e-05,0.9999142330288604
128,middle_curve,4.2883485569707106e-05,0.9999571165144301
132,middle_curve,4.2883485569707106e-05,0.9999999999999998
0,higher_curve,0.09491353001017294,0.09491353001017294
1,higher_curve,0.2804170905391658,0.37533062054933874
2,higher_curve,0.17141403865717192,0.5467446592065106
3,higher_curve,0.11602238046795524,0.6627670396744658
4,higher_curve,0.08463886063072228,0.747405900305188
5,higher_curve,0.05071210579857579,0.7981180061037638
6,higher_curve,0.04191251271617497,0.8400305188199388
7,higher_curve,0.0314852492370295,0.8715157680569683
8,higher_curve,0.021668362156663276,0.8931841302136315
9,higher_curve,0.018056968463886065,0.9112410986775176
10,higher_curve,0.01363173957273652,0.9248728382502541
11,higher_curve,0.009460834181078332,0.9343336724313325
12,higher_curve,0.008748728382502543,0.943082400813835
13,higher_curve,0.00839267548321465,0.9514750762970496
14,higher_curve,0.007731434384537131,0.9592065106815868
15,higher_curve,0.0052390640895218716,0.9644455747711087
16,higher_curve,0.004577822990844354,0.969023397761953
17,higher_curve,0.003713123092573754,0.9727365208545268
18,higher_curve,0.0035096642929806714,0.9762461851475075
19,higher_curve,0.002950152594099695,0.9791963377416072
20,higher_curve,0.0027466937945066125,0.9819430315361138
21,higher_curve,0.0021871820956256356,0.9841302136317395
22,higher_curve,0.0014750762970498475,0.9856052899287893
23,higher_curve,0.0013733468972533063,0.9869786368260426
24,higher_curve,0.0010681586978636827,0.9880467955239063
25,higher_curve,0.0011190233977619532,0.9891658189216682
26,higher_curve,0.000762970498474059,0.9899287894201423
27,higher_curve,0.0010681586978636827,0.990996948118006
28,higher_curve,0.0010681586978636827,0.9920651068158697
29,higher_curve,0.000762970498474059,0.9928280773143437
30,higher_curve,0.0011698880976602239,0.993997965412004
31,higher_curve,0.000254323499491353,0.9942522889114954
32,higher_curve,0.000508646998982706,0.9947609359104781
33,higher_curve,0.0003051881993896236,0.9950661241098677
34,higher_curve,0.000254323499491353,0.9953204476093591
35,higher_curve,0.0006103763987792472,0.9959308240081384
36,higher_curve,0.000254323499491353,0.9961851475076298
37,higher_curve,0.0003051881993896236,0.9964903357070194
38,higher_curve,0.0004577822990844354,0.9969481180061038
39,higher_curve,0.0002034587995930824,0.9971515768056969
40,higher_curve,0.0002034587995930824,0.9973550356052899
41,higher_curve,0.000254323499491353,0.9976093591047813
42,higher_curve,0.000254323499491353,0.9978636826042727
43,higher_curve,0.0001525940996948118,0.9980162767039675
44,higher_curve,5.08646998982706e-05,0.9980671414038658
45,higher_curve,0.0001017293997965412,0.9981688708036623
46,higher_curve,0.0001017293997965412,0.9982706002034589
47,higher_curve,0.0001525940996948118,0.9984231943031537
48,higher_curve,0.0002034587995930824,0.9986266531027468
49,higher_curve,0.0001017293997965412,0.9987283825025434
50,higher_curve,0.0001525940996948118,0.9988809766022382
51,higher_curve,0.0001017293997965412,0.9989827060020348
53,higher_curve,5.08646998982706e-05,0.999033570701933
54,higher_curve,0.0002034587995930824,0.999237029501526
59,higher_curve,5.08646998982706e-05,0.9992878942014243
61,higher_curve,5.08646998982706e-05,0.9993387589013225
62,higher_curve,0.0001525940996948118,0.9994913530010173
63,higher_curve,5.08646998982706e-05,0.9995422177009156
65,higher_curve,5.08646998982706e-05,0.9995930824008138
69,higher_curve,0.0001017293997965412,0.9996948118006104
70,higher_curve,5.08646998982706e-05,0.9997456765005086
76,higher_curve,5.08646998982706e-05,0.9997965412004068
84,higher_curve,5.08646998982706e-05,0.9998474059003051
90,higher_curve,5.08646998982706e-05,0.9998982706002033
102,higher_curve,5.08646998982706e-05,0.9999491353001015
147,higher_curve,5.08646998982706e-05,0.9999999999999998
0,veryhigh_curve,0.11129687126821113,0.11129687126821113
1,veryhigh_curve,0.3248149032720325,0.43611177454024364
2,veryhigh_curve,0.210174349176021,0.6462861237162647
3,veryhigh_curve,0.12085025077621209,0.7671363744924768
4,veryhigh_curve,0.09242894673990924,0.859565321232386
5,veryhigh_curve,0.043229042273704325,0.9027943635060903
6,veryhigh_curve,0.02770480057320277,0.9304991640792931
7,veryhigh_curve,0.019345593503701936,0.949844757582995
8,veryhigh_curve,0.012419393360401243,0.9622641509433962
9,veryhigh_curve,0.008598041557200859,0.9708621925005971
10,veryhigh_curve,0.006448531167900645,0.9773107236684978
11,veryhigh_curve,0.004776689754000477,0.9820874134224983
12,veryhigh_curve,0.002866013852400287,0.9849534272748985
13,veryhigh_curve,0.0023883448770002386,0.9873417721518988
14,veryhigh_curve,0.0014330069262001434,0.988774779078099
15,veryhigh_curve,0.0011941724385001193,0.9899689515165991
16,veryhigh_curve,0.0021495103893002148,0.9921184619058994
17,veryhigh_curve,0.0014330069262001434,0.9935514688320995
18,veryhigh_curve,0.0011941724385001193,0.9947456412705997
19,veryhigh_curve,0.0007165034631000717,0.9954621447336998
20,veryhigh_curve,0.0009553379508000956,0.9964174826844998
21,veryhigh_curve,0.0009553379508000956,0.9973728206352999
22,veryhigh_curve,0.0009553379508000956,0.9983281585860999
23,veryhigh_curve,0.0004776689754000478,0.9988058275614999
24,veryhigh_curve,0.0002388344877000239,0.9990446620492
25,veryhigh_curve,0.0002388344877000239,0.9992834965369
26,veryhigh_curve,0.0002388344877000239,0.9995223310246
32,veryhigh_curve,0.0002388344877000239,0.9997611655123
55,veryhigh_curve,0.0002388344877000239,1.0
0,extreme_curve,0.11183714501130937,0.11183714501130937
1,extreme_curve,0.2772053279718522,0.3890424729831616
2,extreme_curve,0.22719276200050265,0.6162352349836642
3,extreme_curve,0.19602915305353102,0.8122643880371951
4,extreme_curve,0.10077909022367429,0.9130434782608694
5,extreme_curve,0.03945715003769791,0.9525006282985673
6,extreme_curve,0.01985423473234481,0.9723548630309121
7,extreme_curve,0.01357124905755215,0.9859261120884643
8,extreme_curve,0.005277707966825836,0.9912038200552901
9,extreme_curve,0.0025131942699170647,0.9937170143252071
10,extreme_curve,0.0020105554159336515,0.9957275697411407
11,extreme_curve,0.0010052777079668257,0.9967328474491076
12,extreme_curve,0.0007539582809751194,0.9974868057300827
13,extreme_curve,0.0005026388539834129,0.9979894445840661
14,extreme_curve,0.0007539582809751194,0.9987434028650413
15,extreme_curve,0.0005026388539834129,0.9992460417190246
17,extreme_curve,0.00025131942699170643,0.9994973611460164
20,extreme_curve,0.00025131942699170643,0.9997486805730081
25,extreme_curve,0.00025131942699170643,0.9999999999999999
